text_cbf_cosine,y_true,y_pred_ml,y_pred_baseline
0.5854333783080347,0,1,0
0.763308490754117,1,1,0
0.7847622613652131,1,1,0
0.05988131309566295,0,0,0
0.2594372608313854,0,0,0
0.7988478545610812,1,1,0
0.1642545761087624,0,0,0
0.20802642622088552,0,0,0
0.5492983285478088,0,1,0
0.18531232916527526,0,0,0
0.8269802600806245,1,1,0
0.07042381820123421,0,0,0
0.6500507872017027,1,1,0
0.1496633269715976,0,0,0
0.2572478777137633,0,0,0
0.24694074133226723,0,0,0
0.3839061540937688,0,0,0
0.22106477749012354,0,0,0
0.19604304513452928,0,0,0
0.1259633739264772,0,0,0
0.6379986312846813,1,1,0
0.08368991747529181,0,0,0
0.24351162747078936,0,0,0
0.7920374321898939,1,1,0
0.1933816959571483,0,0,0
0.11031532601522853,0,0,0
0.16745410525841495,0,0,0
0.2540429395319823,0,0,0
0.25248661351461776,0,0,0
0.12229018009359617,0,0,0
0.32082937646209087,0,0,0
0.3196046133014,0,0,0
0.15713484026367724,0,0,0
0.4241386024756461,0,0,0
0.22967628561139874,0,0,0
0.26839804517998356,0,0,0
0.16803361008336118,0,0,0
0.35240927591559923,0,0,0
0.1365538024993741,0,0,0
0.7672697427301893,1,1,0
0.78099581095797,1,1,0
0.24602814014074356,0,0,0
0.21639411503919442,0,0,0
0.22089631215321717,0,0,0
0.1990210846718366,0,0,0
0.23757425355816872,0,0,0
0.23501608059776433,0,0,0
0.23494419924401153,0,0,0
0.1662163857696888,0,0,0
0.851861455244512,1,1,0
0.1333333333333333,0,0,0
0.1967675871773127,0,0,0
0.21103769477175996,0,0,0
0.29097610463732304,0,0,0
0.15388332373165542,0,0,0
0.06748392176211077,0,0,0
0.7920240781493593,1,1,0
0.179968508266339,0,0,0
0.41583534600608507,0,0,0
0.29214466690517904,0,0,0
0.33741960881055383,0,0,0
0.17556172079419585,0,0,0
0.25396890690924406,0,0,0
0.2403715647003973,0,0,0
0.24467726152216654,0,0,0
0.27920539532601946,0,0,0
0.21216451100145925,0,0,0
0.211999576001272,0,0,0
0.24474678771949165,0,0,0
0.23515854050088617,0,0,0
0.1592324388246205,0,0,0
0.2874824810515316,0,0,0
0.25811286645983367,0,0,0
0.31289135895109926,0,0,0
0.16488855911210046,0,0,0
0.4194352464039305,0,0,0
0.1388295862917766,0,0,0
0.25303041367373696,0,0,0
0.22004311471167604,0,0,0
0.8189297942795113,1,1,0
0.7816091954022987,1,1,0
0.29264360312899906,0,0,0
0.39642857273448234,0,0,0
0.0700140042014005,0,0,0
0.22237479499833038,0,0,0
0.2684914497574344,0,0,0
0.1695158759052026,0,0,0
0.13474201390907387,0,0,0
0.15493767075240872,0,0,0
0.23118205041138162,0,0,0
0.3788640747075512,0,0,0
0.18102512888056818,0,0,0
0.28067570844923023,0,0,0
0.6578899125571763,1,1,0
0.37571730862738495,0,0,0
0.269069117598525,0,0,0
0.14530809605321618,0,0,0
0.14798801467918876,0,0,0
0.33394917033008725,0,0,0
0.20618457094236223,0,0,0
0.24540339127743677,0,0,0
0.08137334712067348,0,0,0
0.1885618083164127,0,0,0
0.7797579876811578,1,1,0
0.3284430927214311,0,0,0
0.20859288258582126,0,0,0
0.7730148110521746,1,1,0
0.23028309323591914,0,0,0
0.08226127456606226,0,0,0
0.1700460603795407,0,0,0
0.11480778669894408,0,0,0
0.25058312895083307,0,0,0
0.11182065648084591,0,0,0
0.1829292408449217,0,0,0
0.400693842672377,0,0,0
0.12961896184130317,0,0,0
0.3488083415773313,0,0,0
0.7823084934649299,1,1,0
0.153007748945791,0,0,0
0.200643088476282,0,0,0
0.20261022461827694,0,0,0
0.6472967023994395,1,1,0
0.18763197514636026,0,0,0
0.2059628159428695,0,0,0
0.254779547118903,0,0,0
0.2941990975303541,0,0,0
0.14852213144650114,0,0,0
0.24118935038164546,0,0,0
0.09680297825858594,0,0,0
0.16984155512168936,0,0,0
0.18190171877724973,0,0,0
0.24345388908764917,0,0,0
0.7375675209451784,1,1,0
0.8350892678238719,1,1,0
0.237667168518723,0,0,0
0.35263942079913446,0,0,0
0.38168311675289623,0,0,0
0.7127864449672373,1,1,0
0.18862329556044632,0,0,0
0.17836692248324681,0,0,0
0.1674897169396619,0,0,0
0.19285201945650116,0,0,0
0.12966092382872935,0,0,0
0.21483446221182984,0,0,0
0.2613541867446583,0,0,0
0.17512317680326958,0,0,0
0.2192645048267573,0,0,0
0.5150787536377128,0,1,0
0.1401074955809836,0,0,0
0.1645701471510958,0,0,0
0.7339903602012979,1,1,0
0.2903393656930547,0,0,0
0.3022817708791716,0,0,0
0.7617500626155121,1,1,0
0.3740428083567347,0,0,0
0.270681913065764,0,0,0
0.20930458956973033,0,0,0
0.29665824029600674,0,0,0
0.18699392279626206,0,0,0
0.820709195924493,1,1,0
0.2294294250193145,0,0,0
0.1688454083764926,0,0,0
0.18618986725025255,0,0,0
0.20825791973648006,0,0,0
0.21635433869101023,0,0,0
0.11047363533322149,0,0,0
0.1504823163572115,0,0,0
0.34366905568951606,0,0,0
0.6208225446127944,1,1,0
0.17923308925963174,0,0,0
0.2951201029061785,0,0,0
0.2762455533096785,0,0,0
0.7780013092604149,1,1,0
0.25023663043631567,0,0,0
0.802393015542693,1,1,0
0.1042175665801204,0,0,0
0.18519929937179802,0,0,0
0.20120081132312223,0,0,0
0.266814938386028,0,0,0
0.24571909803047723,0,0,0
0.10534526289669467,0,0,0
0.26340324999953385,0,0,0
0.25000000000000006,0,0,0
0.8029757435751373,1,1,0
0.13891812557774844,0,0,0
0.28759865427152537,0,0,0
0.0750824060245252,0,0,0
0.17022239855222873,0,0,0
0.17909782822812811,0,0,0
0.18227439222421096,0,0,0
0.1844529532043751,0,0,0
0.143921727864275,0,0,0
0.16888814864002402,0,0,0
0.1892994097121204,0,0,0
0.2381652558112334,0,0,0
0.15227289380925715,0,0,0
0.18172434016970185,0,0,0
0.17516171105937411,0,0,0
0.14886580554947304,0,0,0
0.18784817083734218,0,0,0
0.12721562869323952,0,0,0
0.1431339645150433,0,0,0
0.14382431823764671,0,0,0
0.20999912500546872,0,0,0
0.17183584915586766,0,0,0
0.3551329370602994,0,0,0
0.6872329711433423,1,1,0
0.16953752959065915,0,0,0
0.08058229640253803,0,0,0
0.2127407358491908,0,0,0
0.3386427307392982,0,0,0
0.3003296240981008,0,0,0
0.3954557894193501,0,0,0
0.1632993161855452,0,0,0
0.17990215983034377,0,0,0
0.1875735388617749,0,0,0
0.20865558152799643,0,0,0
0.17462629203576652,0,0,0
0.22541740866685805,0,0,0
0.2655283184456834,0,0,0
0.5424304280096843,0,1,0
0.8546338434472807,1,1,0
0.11532406908228413,0,0,0
0.24207264988525407,0,0,0
0.2887211716152148,0,0,0
